time,latitude,longitude,depth,mag,place
2012-11-15 00:25:50.480000+00:00,39.471,73.585,38.5,4.2,"113 km E of Kyzyl-Eshme, Kyrgyzstan"
2012-11-18 06:26:18.100000+00:00,39.392,73.739,35.0,4.0,Kyrgyzstan-Tajikistan-Xinjiang border region
2012-11-22 21:43:56.710000+00:00,39.893,70.255,35.0,4.1,Kyrgyzstan-Tajikistan border region
2012-11-26 10:04:34.030000+00:00,41.054,71.604,51.4,4.2,"8 km NW of Namangan, Uzbekistan"
2012-11-28 05:30:08.140000+00:00,41.712,77.788,15.4,4.7,"69 km SE of Kadzhi-Say, Kyrgyzstan"
2012-12-05 00:57:18+00:00,43.062,78.31,31.0,4.2,"37 km N of Tyup, Kyrgyzstan"
2012-12-08 10:09:40.810000+00:00,38.132,74.131,156.1,4.7,"15 km ESE of Murghob, Tajikistan"
2012-12-11 08:25:16.330000+00:00,39.511,71.844,52.7,4.4,"31 km W of Daroot-Korgon, Kyrgyzstan"
2012-12-13 03:52:04.710000+00:00,40.87,73.494,17.3,4.2,"19 km NE of Uzgen, Kyrgyzstan"
2012-12-16 10:29:34.960000+00:00,40.013,77.863,28.6,4.9,"171 km ENE of Kashgar, China"
2012-12-25 23:09:31.070000+00:00,39.37,74.776,10.0,4.5,"105 km W of Kashgar, China"
2012-12-25 23:52:04.020000+00:00,39.327,74.743,10.0,4.1,"108 km W of Kashgar, China"
2013-01-03 22:10:11+00:00,39.648,73.821,47.8,4.0,"123 km SE of Nookat, Kyrgyzstan"
2013-01-08 10:47:44.190000+00:00,39.423,71.847,36.3,4.6,"34 km WSW of Daroot-Korgon, Kyrgyzstan"
2013-01-15 00:54:55.320000+00:00,43.348,81.014,44.7,4.4,"50 km S of Qapqal, China"
2013-01-22 10:43:09.970000+00:00,39.44,73.111,50.6,4.3,"73 km E of Kyzyl-Eshme, Kyrgyzstan"
2013-01-24 04:27:24.510000+00:00,40.184,76.256,53.5,4.5,"82 km NNE of Kashgar, China"
2013-01-24 10:39:54.780000+00:00,38.711,73.551,117.0,4.5,"70 km NNW of Murghob, Tajikistan"
2013-01-25 21:08:43.310000+00:00,38.452,73.298,132.1,4.1,"66 km WNW of Murghob, Tajikistan"
2013-01-26 15:41:17.310000+00:00,39.836,77.291,35.0,4.7,"118 km ENE of Kashgar, China"
2013-01-28 16:38:53.580000+00:00,42.605,79.708,15.0,6.1,"61 km SE of Kegen, Kazakhstan"
2013-01-28 16:46:52.810000+00:00,42.489,79.418,10.0,4.3,"61 km SSE of Kegen, Kazakhstan"
2013-01-28 17:31:45.500000+00:00,42.7,79.541,10.0,4.3,"44 km SE of Kegen, Kazakhstan"
2013-01-28 19:11:51.540000+00:00,42.563,79.561,10.0,4.5,"58 km SSE of Kegen, Kazakhstan"
2013-01-28 19:47:38.510000+00:00,42.446,79.57,13.0,4.6,"70 km SSE of Kegen, Kazakhstan"
2013-01-28 20:37:08.720000+00:00,42.503,79.655,10.0,4.4,"67 km SSE of Kegen, Kazakhstan"
2013-01-29 08:57:55.560000+00:00,42.521,79.8,10.0,4.4,"73 km SE of Kegen, Kazakhstan"
2013-02-02 04:13:24.870000+00:00,39.683,74.186,39.4,4.5,"142 km SSE of Uzgen, Kyrgyzstan"
2013-02-12 19:19:13.670000+00:00,42.543,70.907,24.8,4.4,"37 km ENE of Zhabagly, Kazakhstan"
2013-02-18 13:00:33.450000+00:00,40.044,77.698,34.9,4.9,"159 km ENE of Kashgar, China"
2013-02-18 21:24:15.200000+00:00,40.058,77.758,18.8,4.7,"164 km ENE of Kashgar, China"
2013-02-19 00:36:06.390000+00:00,42.599,79.58,47.1,4.0,"55 km SSE of Kegen, Kazakhstan"
2013-02-20 05:24:20.870000+00:00,38.541,72.892,66.0,4.4,"102 km WNW of Murghob, Tajikistan"
2013-02-22 02:38:30.690000+00:00,41.488,69.119,12.8,4.1,"5 km NW of Saryaghash, Kazakhstan"
2013-02-26 15:46:19.520000+00:00,39.2,74.575,48.4,4.2,"125 km WSW of Kashgar, China"
2013-03-03 03:12:26.010000+00:00,38.606,71.594,11.6,5.1,"70 km S of Karakenja, Tajikistan"
2013-03-11 03:01:37.460000+00:00,40.119,77.466,10.0,5.4,"145 km ENE of Kashgar, China"
2013-03-13 22:32:51.070000+00:00,42.634,79.646,42.1,4.1,"55 km SE of Kegen, Kazakhstan"
2013-03-21 18:22:26.340000+00:00,38.737,70.183,5.2,4.0,"23 km SE of Darband, Tajikistan"
2013-03-26 08:54:40.160000+00:00,38.667,71.446,32.1,4.5,"63 km S of Karakenja, Tajikistan"
2013-04-04 13:46:27.650000+00:00,40.949,77.994,49.7,4.3,"148 km SSE of Kadzhi-Say, Kyrgyzstan"
2013-04-04 15:44:29.400000+00:00,39.612,73.753,42.6,4.1,"121 km SE of Nookat, Kyrgyzstan"
2013-04-11 01:05:30.750000+00:00,39.582,74.106,56.6,4.4,"148 km ESE of Nookat, Kyrgyzstan"
2013-04-12 17:28:21.600000+00:00,38.248,72.548,104.5,4.7,"121 km NE of Khorugh, Tajikistan"
2013-04-24 17:08:39.420000+00:00,39.529,73.309,41.1,4.1,"89 km E of Kyzyl-Eshme, Kyrgyzstan"
2013-05-02 04:52:27.550000+00:00,42.326,73.655,10.0,4.3,"39 km SSW of Sosnovka, Kyrgyzstan"
2013-05-03 11:46:42.810000+00:00,40.843,79.994,39.8,4.5,"17 km SW of Aykol, China"
2013-05-07 17:25:50.900000+00:00,38.696,71.35,40.1,4.1,"61 km SSW of Karakenja, Tajikistan"
2013-05-12 10:19:31.820000+00:00,39.532,73.029,49.5,4.8,"65 km E of Kyzyl-Eshme, Kyrgyzstan"
2013-05-15 00:44:17.130000+00:00,39.907,72.345,41.4,4.2,"38 km N of Kyzyl-Eshme, Kyrgyzstan"
2013-05-22 23:55:50.520000+00:00,38.463,74.026,122.2,4.1,"32 km N of Murghob, Tajikistan"
2013-05-24 22:18:33.910000+00:00,40.912,69.171,19.2,5.3,"11 km N of Bo‘ka, Uzbekistan"
2013-05-26 06:08:15.960000+00:00,39.956,67.314,18.0,5.7,"22 km N of Bulung’ur Shahri, Uzbekistan"
2013-06-04 14:35:30.850000+00:00,40.008,74.675,54.9,4.2,"127 km WNW of Kashgar, China"
2013-06-07 21:55:16.750000+00:00,43.157,80.263,35.4,4.5,"86 km E of Kegen, Kazakhstan"
2013-06-19 03:45:36.090000+00:00,38.453,72.981,111.6,4.1,"91 km WNW of Murghob, Tajikistan"
2013-06-24 05:02:02.300000+00:00,44.352,84.251,10.2,4.7,"130 km NE of Xinyuan, China"
2013-06-24 06:34:49.800000+00:00,44.361,84.221,10.0,4.5,"129 km NE of Xinyuan, China"
2013-06-25 16:59:11.550000+00:00,39.43,71.971,12.3,4.6,"24 km SW of Daroot-Korgon, Kyrgyzstan"
2013-06-30 04:59:34.380000+00:00,39.272,73.471,28.8,5.0,"108 km ESE of Kyzyl-Eshme, Kyrgyzstan"
2013-06-30 06:04:32.320000+00:00,39.178,73.491,62.4,4.0,"113 km ESE of Kyzyl-Eshme, Kyrgyzstan"
2013-06-30 18:08:04.050000+00:00,39.224,73.482,25.6,4.3,"110 km ESE of Kyzyl-Eshme, Kyrgyzstan"
2013-07-01 20:06:51.660000+00:00,39.282,73.476,51.6,4.3,"108 km ESE of Kyzyl-Eshme, Kyrgyzstan"
2013-07-06 01:31:49.590000+00:00,38.1,69.038,55.0,4.3,"23 km S of Yovon, Tajikistan"
2013-07-11 08:45:31.370000+00:00,40.903,73.977,43.0,4.3,"58 km ENE of Uzgen, Kyrgyzstan"
2013-07-14 23:09:54.500000+00:00,39.345,73.026,16.5,4.7,"69 km ESE of Kyzyl-Eshme, Kyrgyzstan"
2013-07-24 23:43:47.600000+00:00,38.384,73.409,127.6,4.4,"54 km WNW of Murghob, Tajikistan"
2013-07-27 17:36:19.790000+00:00,38.359,72.689,60.2,4.3,"113 km W of Murghob, Tajikistan"
2013-07-29 05:26:23.640000+00:00,40.859,70.928,40.3,4.4,"15 km W of Pop, Uzbekistan"
2013-08-02 23:06:59.860000+00:00,44.0061,83.0696,35.39,4.9,"66 km NNW of Xinyuan, China"
2013-08-03 08:15:21.680000+00:00,40.9797,78.7141,10.33,4.0,"119 km W of Aykol, China"
2013-08-04 01:14:49.840000+00:00,44.3064,81.5416,10.39,4.7,"60 km ENE of Huocheng, China"
2013-08-07 15:19:38.250000+00:00,38.0142,69.4807,10.0,4.0,"10 km WSW of Sovet, Tajikistan"
2013-08-24 00:24:24.070000+00:00,41.0683,71.5854,18.5,4.8,"9 km NE of To‘rqao‘rg‘on, Uzbekistan"
2013-08-26 00:47:03.980000+00:00,38.7531,69.9594,12.7,4.3,"8 km ESE of Roghun, Tajikistan"
2013-08-27 10:15:39.880000+00:00,41.4184,79.5388,30.95,4.4,"67 km WNW of Aksu, China"
2013-08-28 14:32:20.610000+00:00,39.213,74.5929,46.92,4.5,"123 km WSW of Kashgar, China"
2013-09-06 13:34:08.870000+00:00,42.7352,79.5289,23.27,4.5,"40 km SE of Kegen, Kazakhstan"
2013-09-17 03:51:51.520000+00:00,39.6066,74.7842,61.81,4.2,"104 km W of Kashgar, China"
2013-09-17 05:21:38.530000+00:00,43.9396,83.6885,13.31,4.5,"67 km NNE of Xinyuan, China"
2013-09-20 16:28:26.770000+00:00,42.3008,76.5419,17.54,4.4,"34 km ESE of Balykchy, Kyrgyzstan"
2013-09-24 01:21:28.010000+00:00,42.8712,69.4673,16.91,4.3,"19 km SSE of Chayan, Kazakhstan"
2013-09-24 09:10:42.820000+00:00,42.8989,69.4753,11.72,4.6,"16 km SSE of Chayan, Kazakhstan"
2013-09-25 14:32:44.460000+00:00,42.4525,84.2628,38.19,4.7,"136 km SE of Xinyuan, China"
2013-09-29 16:07:35.940000+00:00,38.7155,70.3083,18.2,4.6,"34 km ESE of Darband, Tajikistan"
2013-10-03 06:59:24.200000+00:00,39.6731,76.079,11.7,4.1,"23 km NNE of Kashgar, China"
2013-10-09 02:51:27.500000+00:00,39.0655,76.7851,67.58,4.0,"82 km ESE of Kashgar, China"
2013-11-02 04:27:36.680000+00:00,40.6316,78.1991,37.59,4.2,"167 km WSW of Aykol, China"
2013-11-04 08:04:39.080000+00:00,39.7652,75.524,48.06,4.8,"51 km NW of Kashgar, China"
2013-11-10 05:15:10.960000+00:00,38.4097,68.8901,22.96,5.2,"9 km SE of Boshkengash, Tajikistan"
2013-11-11 02:21:04.270000+00:00,38.4703,68.828,42.03,4.0,"2 km ENE of Boshkengash, Tajikistan"
2013-11-15 02:08:59.880000+00:00,41.7385,79.3722,32.54,4.2,"97 km NW of Aksu, China"
2013-11-15 06:57:15.900000+00:00,40.5785,73.0815,40.97,4.7,"22 km SE of Kara Suu, Kyrgyzstan"
2013-11-15 10:32:38.250000+00:00,39.0251,70.7551,19.09,4.7,"32 km E of Rasht, Tajikistan"
2013-11-16 16:54:10.530000+00:00,42.1823,81.0553,37.23,4.2,"128 km NNE of Aksu, China"
2013-11-17 06:48:54.490000+00:00,40.4176,77.3472,15.23,4.4,"154 km ESE of At-Bashi, Kyrgyzstan"
2013-11-21 15:40:27.580000+00:00,41.7387,71.9748,44.13,4.6,"32 km NNE of Kerben, Kyrgyzstan"
2013-11-23 09:42:07.850000+00:00,42.5262,75.7113,9.76,4.9,"28 km S of Kemin, Kyrgyzstan"
2013-11-28 01:19:09.120000+00:00,39.5265,73.6275,42.74,4.6,"116 km E of Kyzyl-Eshme, Kyrgyzstan"
2013-11-29 18:52:09.680000+00:00,38.2652,69.5003,18.97,4.2,"20 km SE of Norak, Tajikistan"
2013-11-30 17:18:31.310000+00:00,39.3562,84.411,18.41,4.2,"290 km SSE of Kuqa, China"
2013-12-01 08:34:24+00:00,40.2532,78.9442,7.68,5.0,"127 km SW of Aykol, China"
2013-12-06 10:24:02.870000+00:00,40.0674,69.9219,23.69,5.0,"26 km SE of Buston, Tajikistan"
2013-12-15 17:52:03.110000+00:00,39.6704,74.2374,75.23,4.2,"145 km SSE of Uzgen, Kyrgyzstan"
2013-12-24 12:40:33.740000+00:00,38.3639,73.937,135.81,4.9,"21 km N of Murghob, Tajikistan"
2013-12-26 08:48:58.040000+00:00,41.2713,75.618,10.97,3.9,"19 km NW of At-Bashi, Kyrgyzstan"
2014-01-04 17:46:08.740000+00:00,38.335,75.3575,126.82,4.6,"123 km E of Murghob, Tajikistan"
2014-01-19 15:48:32.020000+00:00,39.0449,70.2203,24.29,4.1,"7 km ENE of Novobod, Tajikistan"
2014-01-21 20:46:36.490000+00:00,42.0873,75.101,6.95,4.0,"85 km S of Tokmok, Kyrgyzstan"
2014-01-24 23:49:05.360000+00:00,39.4936,73.4263,66.38,4.1,"99 km E of Kyzyl-Eshme, Kyrgyzstan"
2014-01-26 08:28:15.300000+00:00,39.3827,76.979,10.0,4.3,"85 km E of Kashgar, China"
2014-02-01 08:31:23.040000+00:00,38.877,70.5255,45.57,4.5,"21 km SE of Rasht, Tajikistan"
2014-02-03 03:02:50.700000+00:00,38.368,72.9709,56.46,4.5,"89 km WNW of Murghob, Tajikistan"
2014-02-04 01:47:21.090000+00:00,39.5106,73.3533,66.3,4.4,"93 km E of Kyzyl-Eshme, Kyrgyzstan"
2014-02-06 21:27:39.930000+00:00,39.4804,74.2315,35.76,4.3,"147 km N of Murghob, Tajikistan"
2014-02-10 14:42:35.940000+00:00,39.6967,73.6683,63.6,4.5,"109 km SE of Nookat, Kyrgyzstan"
2014-02-28 13:22:45.320000+00:00,40.9593,73.2436,50.92,4.4,"20 km E of Jalal-Abad, Kyrgyzstan"
2014-03-14 08:15:11.710000+00:00,39.3697,72.612,53.87,4.6,"36 km SE of Kyzyl-Eshme, Kyrgyzstan"
2014-03-16 05:32:13.760000+00:00,42.4158,78.0695,24.28,4.3,"9 km NNE of Kyzyl-Suu, Kyrgyzstan"
2014-03-17 16:35:00.140000+00:00,40.7333,78.4274,41.25,4.7,"146 km W of Aykol, China"
2014-03-19 01:31:46.430000+00:00,41.2142,72.5503,16.84,4.1,"20 km NNE of Kochkor-Ata, Kyrgyzstan"
2014-03-29 04:06:33.380000+00:00,41.6896,71.2167,40.78,4.0,"50 km WNW of Kerben, Kyrgyzstan"
2014-03-31 23:59:53.360000+00:00,39.8661,73.8415,71.86,4.1,"110 km SSE of Uzgen, Kyrgyzstan"
2014-04-05 12:45:11.530000+00:00,38.3849,73.7981,134.22,4.2,"28 km NNW of Murghob, Tajikistan"
2014-04-09 12:13:07.450000+00:00,38.5043,73.3154,124.81,4.4,Tajikistan-Xinjiang border region
2014-04-11 04:06:15.480000+00:00,42.6823,83.2267,10.0,4.1,"82 km S of Xinyuan, China"
2014-04-14 03:20:09.210000+00:00,39.6171,73.8954,48.55,4.1,"130 km SE of Nookat, Kyrgyzstan"
2014-04-22 07:54:40.140000+00:00,38.3161,73.2672,142.66,4.0,"63 km WNW of Murghob, Tajikistan"
2014-04-22 11:01:49.740000+00:00,38.3976,72.9656,115.77,4.3,"91 km WNW of Murghob, Tajikistan"
2014-04-24 18:34:39.270000+00:00,42.7576,77.9153,27.61,4.3,"36 km W of Tyup, Kyrgyzstan"
2014-04-28 06:33:06.780000+00:00,39.1219,71.1805,65.39,4.5,"32 km WSW of Karakenja, Tajikistan"
2014-04-29 16:22:30.210000+00:00,38.7957,66.9926,44.91,4.5,"32 km SSE of Shahrisabz, Uzbekistan"
2014-05-01 07:28:39.720000+00:00,40.0957,77.4945,36.36,4.2,"146 km ENE of Kashgar, China"
2014-05-02 02:11:06.210000+00:00,38.3732,74.3133,143.33,4.1,"37 km NE of Murghob, Tajikistan"
2014-05-04 20:23:31.410000+00:00,40.606,77.6593,10.0,5.4,"167 km ESE of Naryn, Kyrgyzstan"
2014-05-20 14:26:49.720000+00:00,40.6056,77.8137,25.38,4.1,"178 km ESE of Naryn, Kyrgyzstan"
2014-05-22 23:55:33.240000+00:00,38.2603,72.9982,133.79,4.1,"85 km W of Murghob, Tajikistan"
2014-05-28 02:25:59.670000+00:00,42.5547,74.816,9.92,4.2,"37 km S of Kant, Kyrgyzstan"
2014-05-28 20:49:21.660000+00:00,38.6229,73.1005,108.23,4.2,"90 km WNW of Murghob, Tajikistan"
2014-06-09 13:34:47.420000+00:00,44.6806,80.7369,35.0,4.8,"70 km N of Huocheng, China"
2014-06-10 00:12:07.010000+00:00,41.6839,81.0343,32.73,4.0,"84 km NE of Aksu, China"
2014-06-13 12:13:23.010000+00:00,42.2458,77.1137,6.51,4.0,"12 km NNW of Kadzhi-Say, Kyrgyzstan"
2014-06-20 19:35:58.330000+00:00,39.9782,76.0364,22.77,4.1,"56 km N of Kashgar, China"
2014-06-23 00:27:54.400000+00:00,38.4599,70.3276,20.92,4.5,"46 km NNE of M?’minobod, Tajikistan"
2014-06-23 15:30:09.150000+00:00,41.0154,71.6348,33.81,4.6,"3 km WNW of Namangan, Uzbekistan"
2014-07-08 21:52:48.070000+00:00,39.3526,78.1413,10.0,5.0,"130 km NE of Shache, China"
2014-07-17 00:06:27.880000+00:00,38.8876,75.698,10.0,4.2,"69 km SSW of Kashgar, China"
2014-07-23 12:44:23+00:00,38.488,74.0622,137.69,4.3,"36 km NNE of Murghob, Tajikistan"
2014-07-24 03:08:18.280000+00:00,39.1843,81.1083,10.0,4.6,"151 km S of Aral, China"
2014-07-28 13:14:35.610000+00:00,39.6871,73.7764,56.59,4.3,"117 km ESE of Nookat, Kyrgyzstan"
2014-08-07 12:30:42.910000+00:00,40.2579,71.6218,36.42,4.5,"19 km SE of Oltiariq, Uzbekistan"
2014-08-15 21:42:30.750000+00:00,42.9405,77.4312,21.35,5.0,"43 km NE of Cholpon-Ata, Kyrgyzstan"
2014-08-20 18:35:17.720000+00:00,41.9763,78.161,10.0,4.1,Kyrgyzstan-Xinjiang border region
2014-08-21 11:52:14.930000+00:00,39.5565,73.2297,35.0,4.3,"82 km E of Kyzyl-Eshme, Kyrgyzstan"
2014-08-23 06:13:22.050000+00:00,41.2016,67.7622,15.94,4.4,"18 km WSW of Chardara, Kazakhstan"
2014-08-27 14:05:25.310000+00:00,41.951,82.4763,36.13,4.7,"45 km NW of Kuqa, China"
2014-08-29 01:04:03.280000+00:00,39.1443,71.5833,36.0,4.8,"11 km SSE of Karakenja, Tajikistan"
2014-09-02 07:39:02.940000+00:00,40.273,72.4763,17.79,4.8,"12 km W of Nookat, Kyrgyzstan"
2014-09-03 02:11:13.590000+00:00,42.1841,77.5172,48.48,4.3,"28 km E of Kadzhi-Say, Kyrgyzstan"
2014-09-05 14:11:22.210000+00:00,39.5805,70.2269,37.39,4.3,Kyrgyzstan-Tajikistan border region
2014-09-05 23:35:22.620000+00:00,39.1949,67.9788,33.43,4.3,"46 km SE of Panjakent, Tajikistan"
2014-09-13 03:41:55.900000+00:00,39.0439,70.759,10.0,4.4,"33 km E of Rasht, Tajikistan"
2014-10-01 03:12:53.810000+00:00,38.8967,70.3599,9.57,4.4,"14 km S of Rasht, Tajikistan"
2014-10-01 16:49:20.920000+00:00,38.5901,69.5866,15.55,4.6,"17 km SW of Obigarm, Tajikistan"
2014-10-13 21:43:14.530000+00:00,40.7649,80.0458,15.03,4.4,"22 km SSW of Aykol, China"
2014-10-19 12:00:02.490000+00:00,39.9899,73.1655,45.38,4.4,"55 km ESE of Nookat, Kyrgyzstan"
2014-10-30 06:38:58.320000+00:00,39.795,67.6455,24.09,4.5,"32 km E of Bulung’ur Shahri, Uzbekistan"
2014-10-31 23:15:33.940000+00:00,40.3453,71.5875,10.0,4.4,"10 km ESE of Oltiariq, Uzbekistan"
2014-11-05 23:26:45.230000+00:00,44.1709,83.3055,38.8,4.6,"82 km N of Xinyuan, China"
2014-11-08 23:39:37.860000+00:00,44.1236,83.4672,26.83,4.4,"79 km NNE of Xinyuan, China"
2014-11-10 13:20:11.290000+00:00,38.8084,75.5929,46.17,4.5,"81 km SSW of Kashgar, China"
2014-11-14 01:24:15.250000+00:00,42.0925,77.2621,10.0,5.2,"8 km SE of Kadzhi-Say, Kyrgyzstan"
2014-11-14 02:09:14.970000+00:00,42.2293,77.13,10.0,4.3,"10 km NNW of Kadzhi-Say, Kyrgyzstan"
2014-11-16 13:04:08.400000+00:00,38.1791,74.0055,178.33,4.0,"3 km ENE of Murghob, Tajikistan"
2014-11-17 04:11:02.700000+00:00,38.2964,72.2653,104.32,4.5,"109 km NE of Khorugh, Tajikistan"
2014-11-18 00:37:25.980000+00:00,38.1919,72.9695,138.24,5.0,"87 km W of Murghob, Tajikistan"
2014-11-19 19:19:24.930000+00:00,42.2458,84.3862,36.58,4.6,"134 km ENE of Kuqa, China"
2014-12-06 22:57:22.210000+00:00,42.0568,78.7492,5.83,4.5,"52 km SSE of Ak-Suu, Kyrgyzstan"
2014-12-11 21:57:21.700000+00:00,39.8607,73.4558,58.13,4.3,"84 km ESE of Nookat, Kyrgyzstan"
2014-12-12 17:54:40.300000+00:00,38.2858,74.0543,153.21,4.4,"14 km NNE of Murghob, Tajikistan"
2014-12-19 15:12:47.840000+00:00,41.9005,82.7537,30.96,4.2,"25 km NW of Kuqa, China"
2014-12-26 01:04:08.360000+00:00,39.5712,73.3421,56.12,4.1,"91 km E of Kyzyl-Eshme, Kyrgyzstan"
2015-01-10 06:51:02.610000+00:00,40.1126,77.2615,47.77,5.1,"130 km ENE of Kashgar, China"
2015-01-14 04:20:45.410000+00:00,39.2113,75.0791,57.03,4.3,"83 km WSW of Kashgar, China"
2015-01-15 04:58:33.830000+00:00,38.2157,72.9237,128.57,4.4,"91 km W of Murghob, Tajikistan"
2015-01-19 01:43:08.730000+00:00,39.8624,73.8293,59.93,4.5,"110 km SSE of Uzgen, Kyrgyzstan"
2015-01-20 07:35:22.020000+00:00,42.1768,84.5075,37.12,4.8,"140 km ENE of Kuqa, China"
2015-01-21 09:10:28.290000+00:00,41.2576,72.5885,42.87,4.1,"26 km NNE of Kochkor-Ata, Kyrgyzstan"
2015-01-22 10:21:07.270000+00:00,44.0372,83.3533,10.0,4.8,"68 km N of Xinyuan, China"
2015-01-22 15:52:30.710000+00:00,42.3624,74.9514,21.25,4.9,"59 km S of Kant, Kyrgyzstan"
2015-01-23 03:33:23.870000+00:00,38.1697,72.801,132.33,4.1,"102 km W of Murghob, Tajikistan"
2015-02-15 09:38:54.590000+00:00,39.5361,75.1314,51.9,4.7,"74 km W of Kashgar, China"
2015-02-21 20:05:45.880000+00:00,42.5932,83.9635,29.24,4.5,"109 km SSE of Xinyuan, China"
2015-02-25 14:12:19.350000+00:00,40.195,77.47,42.06,4.3,"150 km ENE of Kashgar, China"
2015-03-13 13:43:37.680000+00:00,40.8355,69.4811,33.74,4.5,"9 km W of Olmaliq, Uzbekistan"
2015-03-15 14:01:03.070000+00:00,43.0727,76.9111,27.91,4.8,"20 km S of Almaty, Kazakhstan"
2015-03-15 16:24:31.520000+00:00,38.9616,68.7868,28.15,4.5,"16 km NW of Tagob, Tajikistan"
2015-03-16 08:52:51.610000+00:00,39.343,73.4226,89.56,4.4,"102 km ESE of Kyzyl-Eshme, Kyrgyzstan"
2015-03-17 20:11:07.920000+00:00,39.2299,71.618,58.73,4.1,"8 km E of Karakenja, Tajikistan"
2015-03-25 02:35:34.600000+00:00,40.075,69.1176,24.25,4.2,"20 km NNE of Istaravshan, Tajikistan"
2015-04-09 15:57:41.860000+00:00,38.3425,75.1964,141.28,4.1,"109 km E of Murghob, Tajikistan"
2015-04-10 00:31:20.190000+00:00,38.5227,73.9642,124.0,4.3,"39 km N of Murghob, Tajikistan"
2015-04-12 03:24:23.450000+00:00,39.0156,71.0404,48.64,4.3,"48 km WSW of Karakenja, Tajikistan"
2015-04-28 01:13:03.540000+00:00,39.4319,75.0029,59.02,4.2,"85 km W of Kashgar, China"
2015-05-02 05:47:10.660000+00:00,39.7693,74.0487,53.02,4.3,"128 km SSE of Uzgen, Kyrgyzstan"
2015-05-08 20:23:55.510000+00:00,38.0292,74.2475,207.22,4.0,"29 km ESE of Murghob, Tajikistan"
2015-05-20 03:31:42.550000+00:00,38.6418,70.1959,14.6,5.2,"32 km SE of Darband, Tajikistan"
2015-05-30 20:36:18.350000+00:00,38.4463,73.018,96.62,5.4,"88 km WNW of Murghob, Tajikistan"
2015-06-01 23:30:28.960000+00:00,38.0219,72.6699,141.69,4.8,"114 km ENE of Khorugh, Tajikistan"
2015-06-08 04:50:22.790000+00:00,41.8324,72.7457,39.96,4.3,"16 km WSW of Toktogul, Kyrgyzstan"
2015-06-11 12:56:49.580000+00:00,38.066,70.2045,10.0,4.3,"15 km ESE of M?’minobod, Tajikistan"
2015-06-15 06:07:46.550000+00:00,40.4727,77.6472,35.0,4.5,"173 km ESE of At-Bashi, Kyrgyzstan"
2015-06-15 07:45:47.080000+00:00,40.4111,77.8167,40.7,4.2,"187 km ENE of Kashgar, China"
2015-06-22 21:40:57.480000+00:00,39.2991,71.7414,10.0,4.5,"20 km ENE of Karakenja, Tajikistan"
2015-06-23 20:16:29.930000+00:00,40.0899,76.5361,48.83,4.1,"83 km NE of Kashgar, China"
2015-06-24 17:10:01.590000+00:00,38.4301,73.5043,122.37,4.5,"49 km NW of Murghob, Tajikistan"
2015-06-28 15:21:50.790000+00:00,39.2598,72.3938,10.0,4.3,"35 km SSE of Kyzyl-Eshme, Kyrgyzstan"
2015-06-30 19:44:50.420000+00:00,39.5964,73.6597,29.11,4.1,"115 km SE of Nookat, Kyrgyzstan"
2015-07-02 02:45:21.900000+00:00,38.4354,73.5128,135.5,4.4,"49 km NW of Murghob, Tajikistan"
2015-07-04 18:18:50.230000+00:00,38.1721,77.0948,15.35,4.1,"29 km SSW of Shache, China"
2015-07-06 01:31:34.490000+00:00,38.1323,74.1194,178.23,3.9,"14 km ESE of Murghob, Tajikistan"
2015-07-06 06:38:07.360000+00:00,40.3764,71.7083,10.0,4.4,"5 km S of Yangi Marg‘ilon, Uzbekistan"
2015-07-08 02:43:35.990000+00:00,40.0882,77.8,22.66,4.6,"169 km ENE of Kashgar, China"
2015-07-10 00:31:59.380000+00:00,41.0983,74.1631,11.64,4.3,"81 km ENE of Uzgen, Kyrgyzstan"
2015-07-13 18:25:05.360000+00:00,38.9915,72.6095,10.0,4.8,"70 km SSE of Kyzyl-Eshme, Kyrgyzstan"
2015-07-21 19:21:29.340000+00:00,38.8831,69.794,9.51,4.8,"13 km NNW of Roghun, Tajikistan"
2015-07-23 01:24:50.520000+00:00,39.7249,74.7771,44.04,4.1,"107 km WNW of Kashgar, China"
2015-08-03 14:37:11.610000+00:00,38.5571,73.912,120.17,4.1,"43 km N of Murghob, Tajikistan"
2015-08-07 22:13:10.790000+00:00,38.6514,70.5748,10.0,4.0,Afghanistan-Tajikistan border region
2015-08-10 12:31:07.590000+00:00,41.1025,74.063,20.3,4.0,"74 km ENE of Uzgen, Kyrgyzstan"
2015-08-15 23:46:20.950000+00:00,38.1527,74.4102,60.55,4.4,"38 km E of Murghob, Tajikistan"
2015-08-19 22:04:34.450000+00:00,42.0988,84.5064,10.0,4.7,"137 km ENE of Kuqa, China"
2015-08-20 01:20:17.170000+00:00,40.6204,70.3805,42.52,4.2,"6 km SSE of Shaydon, Tajikistan"
2015-08-22 01:48:55.400000+00:00,38.1999,74.125,175.51,4.1,"14 km ENE of Murghob, Tajikistan"
2015-08-27 10:16:30.980000+00:00,42.1154,83.1951,28.31,4.8,"49 km NNE of Kuqa, China"
2015-08-27 10:27:20.360000+00:00,42.1472,83.3134,25.99,4.4,"57 km NNE of Kuqa, China"
2015-08-28 13:26:42.400000+00:00,41.7652,80.8302,43.48,4.5,"79 km NE of Aksu, China"
2015-08-29 20:26:21.060000+00:00,40.1832,77.5339,24.57,4.3,"154 km ENE of Kashgar, China"
